The Similar proteins with P08581
ID	Name	Domain	GO	Sequence
P20594	NPR2	0.167	0.232	0.02	
P20794	MAGI3	0	0.202	0.021	
P21127	CDK11B	0	0.198	0.022	
P21709	EIF2AK4	0.125	0.183	0.07	
P21802	FGFR1	0.167	0.368	0.074	
P21860	ERBB2	0.143	0.335	0.054	
P22455	FGFR3	0.2	0.358	0.071	
P22607	FGFR2	0.167	0.323	0.078	
P22612	PRKACG	0	0.193	0.029	
P22694	PRKACB	0	0.206	0.025	
P23443	RPS6KB1	0	0.215	0.031	
P23458	ITK	0.25	0.238	0.049	
P23919	DTYMK	0	0.127	0.01	
P24723	PRKCH	0	0.218	0.024	
P24941	CDK2	0	0.189	0.043	
P25098	ADRBK1	0	0.167	0.018	
P27037	ACVR2A	0	0.315	0.019	
P27144	AK4	0	0.132	0.011	
P27361	MAPK3	0	0.262	0.032	
P27448	MARK3	0	0.214	0.026	
P27707	DCK	0	0.123	0.01	
P27986	PIK3R1	0	0.104	0.009	
P28482	MAPK1	0	0.238	0.033	
P29317	EPHA1	0.125	0.436	0.077	
P29320	EPHA2	0.111	0.386	0.076	
P29322	EPHA7	0.125	0.34	0.076	
P29323	EPHB1	0.111	0.337	0.073	
P29376	LRRK2	0.2	0.156	0.074	
P29597	TYK2	0.25	0.202	0.044	
P30291	WEE1	0	0.202	0.012	
P30530	AXL	0.143	0.28	0.093	
P31152	MAPK4	0	0.162	0.024	
P31749	AKT1	0	0.176	0.028	
P31751	AKT2	0	0.249	0.031	
P32189	GCK	0	0.183	0.009	
P32298	GRK1	0	0.199	0.028	
P33981	TTK	0	0.222	0.011	
P34947	GRK4	0	0.174	0.025	
P35557	GALK1	0	0.145	0.009	
P35558	PCK1	0	0.087	0.008	
P35590	TIE1	0.143	0.45	0.06	
P35626	ADRBK2	0	0.164	0.018	
P35790	CHKA	0	0.123	0.008	
P35916	FLT3	0.167	0.329	0.053	
P35968	JAK3	0.143	0.291	0.056	
P36507	MAP2K1	0	0.202	0.031	
P36888	FLT1	0.2	0.362	0.055	
P36894	BMPR1A	0	0.278	0.015	
P36896	ACVR1B	0	0.321	0.012	
P36897	TGFBR1	0	0.269	0.014	
P37023	ACVRL1	0	0.315	0.018	
P37173	TGFBR2	0	0.267	0.014	
P41240	CSK	0.167	0.291	0.101	
P41279	MAP3K8	0	0.211	0.022	
P41743	PRKCI	0	0.225	0.026	
P42336	PIK3CA	0	0.171	0.006	
P42338	PIK3CB	0	0.199	0.006	
P42345	MTOR	0	0.135	0.004	
P42356	PI4KA	0	0.172	0.006	
P42679	MATK	0	0.254	0.089	
P42680	TEC	0.125	0.243	0.088	
P42681	TXK	0.167	0.209	0.094	
P42684	ABL2	0.143	0.219	0.069	
P42685	FLT4	0	0.481	0.096	
P43250	GRK5	0	0.176	0.026	
P43403	ZAP70	0.2	0.211	0.08	
P43405	SYK	0.2	0.226	0.075	
P45983	MAPK8	0	0.191	0.022	
P45984	MAPK9	0	0.168	0.024	
P45985	MAP2K3	0	0.259	0.031	
P46019	PHKA2	0	0.079	0.007	
P46020	PHKA1	0	0.079	0.005	
P46734	MAP2K2	0	0.225	0.025	
P48729	CSNK1A1	0	0.204	0.016	
P48730	CSNK1D	0	0.201	0.015	
P48736	PIK3CG	0	0.186	0.006	
P49137	MAPKAPK2	0	0.212	0.021	
P49336	CDK8	0	0.204	0.019	
P49674	CSNK1E	0	0.213	0.015	
P49759	CLK1	0	0.193	0.011	
P49760	CLK2	0	0.202	0.01	
P49761	CLK3	0	0.202	0.008	
P49840	GSG2	0	0.151	0.016	
P49841	GSK3A	0	0.184	0.017	
P50053	KDR	0	0.344	0.009	
P50613	CDK7	0	0.149	0.035	
P50750	CDK9	0	0.175	0.03	
P51451	BLK	0.167	0.255	0.078	
P51570	GAK	0	0.204	0.011	
P51617	INSRR	0	0.382	0.023	
P51812	RPS6KA3	0	0.196	0.034	
P51813	BMX	0.143	0.243	0.082	
P51817	PRKX	0	0.194	0.043	
P51955	NEK2	0	0.223	0.035	
P51956	NEK3	0	0.176	0.037	
P51957	NEK4	0	0.23	0.025	
P52333	JAK2	0.25	0.177	0.042	
P52564	MAP2K5	0	0.249	0.027	
P53350	PLK1	0	0.182	0.027	
P53355	DAPK1	0	0.19	0.015	
P53667	LCK	0.167	0.196	0.045	
P53671	LIMK1	0.167	0.189	0.038	
P53778	MAPK12	0	0.209	0.026	
P53779	MAPK10	0	0.232	0.021	
P54619	PRKAG1	0	0.18	0.01	
P54646	PRKAA2	0	0.157	0.028	
P54753	EPHB2	0.111	0.359	0.073	
P54756	EPHA4	0.125	0.284	0.072	
P54760	EPHB3	0.111	0.397	0.072	
P54762	EPHA8	0.125	0.386	0.078	
P54764	EPHA3	0.125	0.408	0.074	
P54819	AK2	0	0.149	0.012	
P55263	ADK	0	0.145	0.009	
P57058	HKDC1	0	0.132	0.026	
P57059	SIK1	0	0.18	0.022	
P57078	RIPK4	0	0.219	0.026	
P60891	PRPS1	0	0.113	0.01	
P67870	CSNK2B	0	0.157	0.011	
P68400	CSNK2A1	0	0.229	0.019	
P78356	PIP4K2B	0	0.179	0.008	
P78362	SRPK2	0	0.184	0.01	
P78368	CSNK1G2	0	0.178	0.016	
P78527	PRKDC	0	0.214	0.004	
P80192	MAP3K9	0	0.236	0.038	
Q00526	CDK3	0	0.168	0.043	
Q00532	CDKL1	0	0.183	0.024	
Q00534	CDK6	0	0.187	0.033	
Q00535	CDK5	0	0.167	0.036	
Q00536	CDK16	0	0.22	0.032	
Q00537	CDK17	0	0.17	0.031	
Q02156	PRKCE	0	0.181	0.024	
Q02750	MAK	0	0.178	0.032	
Q02763	TEK	0.167	0.413	0.06	
Q02779	MAP3K1	0.2	0.21	0.04	
Q03405	PLAUR	0	0.133	0.01	
Q04759	PRKCQ	0	0.242	0.028	
Q04771	ACVR1	0	0.283	0.016	
Q04912	MST1R	0.75	0.422	0.218	
Q05397	PTK2	0.167	0.238	0.074	
Q05513	PRKCZ	0	0.194	0.024	
Q05655	PRKCD	0	0.203	0.029	
Q05823	RNASEL	0	0.177	0.01	
Q06187	BTK	0.125	0.22	0.086	
Q06418	TYRO3	0.143	0.322	0.094	
Q07002	CDK18	0	0.17	0.031	
Q07912	TNK2	0.143	0.176	0.057	
Q08345	DDR1	0.2	0.344	0.059	
Q08881	IRAK4	0.125	0.195	0.085	
Q09013	DMPK	0	0.188	0.013	
Q12851	MAP4K2	0	0.287	0.018	
Q12852	MAP3K11	0.25	0.199	0.044	
Q12866	MERTK	0.143	0.387	0.094	
Q13043	STK4	0	0.187	0.037	
Q13131	PRKAA1	0	0.209	0.03	
Q13153	PAK1	0	0.234	0.028	
Q13163	MAP2K4	0	0.224	0.027	
Q13164	MAPK7	0	0.208	0.023	
Q13177	PAK2	0	0.207	0.031	
Q13188	STK3	0	0.204	0.035	
Q13233	MAP2K7	0	0.222	0.017	
Q13237	PRKG2	0	0.178	0.017	
Q13315	ATM	0	0.136	0.004	
Q13418	IKBKG	0.143	0.108	0.035	
Q13464	ROCK1	0	0.207	0.016	
Q13470	TNK1	0.25	0.259	0.065	
Q13523	PRPF4B	0	0.184	0.01	
Q13535	ATR	0	0.165	0.004	
Q13546	RIPK1	0	0.228	0.038	
Q13554	CAMK2B	0	0.189	0.014	
Q13555	CAMK2G	0	0.156	0.017	
Q13557	CAMK2D	0	0.173	0.016	
Q13627	DYRK1A	0	0.184	0.009	
Q13705	ACVR2B	0	0.333	0.019	
Q13873	BMPR2	0	0.373	0.009	
Q13882	PTK6	0.167	0.258	0.083	
Q13976	PRKG1	0	0.184	0.022	
Q14004	CDK13	0	0.188	0.019	
Q14012	CAMK1	0	0.235	0.03	
Q14164	IKBKB	0	0.264	0.017	
Q14289	PTK2B	0.167	0.204	0.075	
Q14680	MELK	0	0.222	0.031	
Q15078	CDK5R1	0	0.122	0.009	
Q15118	PDK1	0	0.189	0.009	
Q15119	PDK2	0	0.185	0.009	
Q15120	PDK3	0	0.184	0.009	
Q15139	PRKD1	0	0.351	0.02	
Q15208	STK38	0	0.187	0.019	
Q15303	ERBB3	0.143	0.359	0.068	
Q15349	RPS6KA2	0	0.2	0.032	
Q15375	EPHA6	0.111	0.393	0.075	
Q15418	RPS6KA1	0	0.189	0.035	
Q15569	TESK1	0	0.184	0.04	
Q15746	MYLK	0	0.181	0.012	
Q15750	TAB1	0	0.098	0.009	
Q15759	MAPK11	0	0.25	0.026	
Q15831	STK11	0	0.189	0.025	
Q15835	GK	0	0.175	0.027	
Q16288	NTRK3	0.125	0.411	0.064	
Q16512	PKN1	0	0.189	0.025	
Q16513	PKN2	0	0.208	0.024	
Q16539	MAPK14	0	0.227	0.029	
Q16566	CAMK4	0	0.2	0.018	
Q16584	MAP3K10	0.2	0.209	0.041	
Q16620	NTRK2	0.143	0.28	0.074	
Q16644	MAPKAPK3	0	0.203	0.02	
Q16654	PDK4	0	0.194	0.01	
Q16659	MAPK6	0	0.169	0.021	
Q16816	PHKG1	0	0.157	0.025	
Q16832	DDR2	0.2	0.372	0.066	
Q16854	DGUOK	0	0.151	0.011	
Q16875	PFKFB3	0	0.121	0.008	
Q2M2I8	AAK1	0	0.193	0.011	
Q2TB90	HK1	0	0.148	0.006	
Q32MK0	MYLK3	0	0.176	0.025	
Q52WX2	SBK1	0	0.178	0.018	
Q56UN5	MAP3K15	0	0.212	0.026	
Q59H18	TNNI3K	0.2	0.158	0.042	
Q5S007	LIMK2	0	0.164	0.011	
Q5TCQ9	LYN	0	0.191	0.006	
Q5VT25	CDC42BPA	0	0.182	0.01	
Q6DT37	CDC42BPG	0	0.175	0.01	
Q6P3R8	NEK5	0	0.188	0.034	
Q6PHR2	ULK3	0	0.203	0.033	
Q6XUX3	DSTYK	0	0.3	0.016	
Q6ZN16	MAP3K14	0	0.205	0.015	
Q7KZI7	MARK2	0	0.239	0.025	
Q7L7X3	TAOK1	0	0.238	0.018	
Q86UE8	TLK2	0	0.19	0.016	
Q86UX6	STK32C	0	0.169	0.024	
Q86V86	PIM3	0	0.206	0.02	
Q86Y07	VRK2	0	0.223	0.013	
Q86YV6	MYLK4	0	0.186	0.036	
Q86Z02	HCK	0	0.244	0.01	
Q8IU85	CAMK1D	0	0.24	0.026	
Q8IVH8	CDKL3	0	0.197	0.02	
Q8IVW4	BRSK2	0	0.199	0.022	
Q8IW41	MAP4K3	0	0.222	0.014	
Q8IWQ3	MAPKAPK5	0	0.207	0.024	
Q8IY84	NIM1K	0	0.163	0.022	
Q8IYT8	ULK2	0	0.212	0.023	
Q8N4C8	MINK1	0	0.251	0.017	
Q8N568	DCLK2	0	0.182	0.018	
Q8N5S9	CAMKK1	0	0.168	0.021	
Q8N752	CSNK1A1L	0	0.194	0.015	
Q8NE63	HIPK3	0	0.228	0.018	
Q8NEB9	PIK3C3	0	0.173	0.007	
Q8NEV4	MYO3A	0	0.121	0.017	
Q8NFD2	ANKK1	0.167	0.175	0.028	
Q8NG66	NEK11	0	0.185	0.027	
Q8TBX8	PIP4K2C	0	0.162	0.008	
Q8TCT0	CERK	0	0.196	0.007	
Q8TD08	MAPK15	0	0.226	0.034	
Q8TD19	NEK9	0	0.173	0.023	
Q8TDC3	BRSK1	0	0.174	0.023	
Q8TDR2	STK35	0	0.177	0.018	
Q8TDX7	NEK7	0	0.178	0.046	
Q8TF76	GRK7	0	0.172	0.007	
Q8WTQ7	GRK6	0	0.173	0.029	
Q8WU08	STK32A	0	0.208	0.034	
Q8WXR4	MYO3B	0	0.148	0.015	
Q92630	DYRK2	0	0.173	0.011	
Q92772	CDKL2	0	0.172	0.02	
Q92918	MAP4K1	0	0.242	0.016	
Q93100	PHKB	0	0.079	0.005	
Q96BR1	SGK3	0	0.172	0.028	
Q96D53	ADCK4	0	0.099	0.008	
Q96GD4	AURKB	0	0.173	0.027	
Q96KB5	PBK	0	0.194	0.036	
Q96L34	MARK4	0	0.152	0.026	
Q96NX5	CAMK1G	0	0.181	0.018	
Q96PF2	TSSK2	0	0.178	0.038	
Q96PY6	NEK1	0	0.241	0.02	
Q96Q15	SMG1	0	0.18	0.004	
Q96Q40	CDK15	0	0.165	0.03	
Q96RG2	PASK	0	0.206	0.012	
Q96RR4	CAMKK2	0	0.228	0.024	
Q96S53	TESK2	0.25	0.183	0.043	
Q96SB4	SRPK1	0	0.204	0.01	
Q99558	MAP3K13	0	0.228	0.011	
Q99570	PIK3R4	0	0.212	0.006	
Q99640	PKMYT1	0	0.198	0.012	
Q99683	MAP3K5	0	0.208	0.014	
Q99755	PIP5K1A	0	0.195	0.008	
Q99759	MAP3K2	0	0.238	0.029	
Q99986	VRK1	0	0.129	0.015	
Q9BQI3	EGFR	0	0.239	0.017	
Q9BRS2	RIOK1	0	0.175	0.008	
Q9BUB5	MKNK1	0	0.173	0.013	
Q9BVS4	RIOK2	0	0.175	0.01	
Q9BWU1	CDK19	0	0.167	0.019	
Q9BXA7	TSSK1B	0	0.177	0.034	
Q9BXU1	STK31	0	0.177	0.005	
Q9BYP7	WNK3	0	0.175	0.011	
Q9BYT3	STK33	0	0.179	0.025	
Q9BZL6	PRKD2	0	0.285	0.02	
Q9C098	DCLK3	0	0.177	0.023	
Q9H093	NUAK2	0	0.187	0.029	
Q9H0K1	SIK2	0	0.182	0.022	
Q9H1R3	MYLK2	0	0.188	0.026	
Q9H2G2	SLK	0	0.224	0.019	
Q9H2K8	TAOK3	0	0.229	0.02	
Q9H2X6	HIPK1	0	0.221	0.01	
Q9H3Y6	SRMS	0.167	0.251	0.088	
Q9H422	HIPK2	0	0.162	0.01	
Q9H4A3	WNK1	0	0.166	0.009	
Q9H4B4	PLK3	0	0.21	0.025	
Q9HAZ1	CLK4	0	0.201	0.01	
Q9HBH9	MKNK2	0	0.17	0.013	
Q9HBY8	SGK2	0	0.171	0.029	
Q9HC98	NEK6	0	0.188	0.046	
Q9HCP0	CSNK1G1	0	0.197	0.017	
Q9NQU5	PAK6	0	0.233	0.024	
Q9NR20	DYRK4	0	0.183	0.016	
Q9NRA0	SPHK2	0	0.172	0.007	
Q9NRH2	SNRK	0	0.176	0.019	
Q9NRM7	LATS1	0	0.202	0.01	
Q9NRP7	STK36	0	0.214	0.021	
Q9NSY1	BMP2K	0	0.174	0.01	
Q9NWT8	AURKAIP1	0	0.028	0.01	
Q9NWZ3	IRAK3	0	0.22	0.038	
Q9NY57	STK32B	0	0.169	0.03	
Q9NYA1	SPHK1	0	0.238	0.013	
Q9NYL2	MLTK	0	0.003	0.039	
Q9NYY3	PLK2	0	0.224	0.027	
Q9NZJ5	EIF2AK2	0	0.203	0.015	
Q9P0L2	MARK1	0	0.163	0.025	
Q9P1W9	PIM2	0	0.234	0.029	
Q9P286	PAK7	0	0.214	0.026	
Q9P289	STK26	0	0.233	0.045	
Q9P2K8	EIF2AK3	0	0.26	0.015	
Q9UBE8	NLK	0	0.182	0.026	
Q9UBF8	PI4KB	0	0.164	0.007	
Q9UBS0	RPS6KB2	0	0.183	0.031	
Q9UBU7	DBF4	0	0.028	0.007	
Q9UEE5	STK17A	0	0.188	0.022	
Q9UEW8	STK39	0	0.29	0.028	
Q9UF33	EPHA5	0	0.365	0.061	
Q9UGI9	PRKAG3	0	0.206	0.009	
Q9UGJ0	PRKAG2	0	0.151	0.008	
Q9UHD2	TBK1	0	0.227	0.017	
Q9UIK4	DAPK2	0	0.174	0.028	
Q9UK32	RPS6KA6	0	0.21	0.028	
Q9UKE5	TNIK	0	0.262	0.017	
Q9UKI8	TLK1	0	0.19	0.014	
Q9UL54	TAOK2	0	0.238	0.016	
Q9UM73	ALK	0.167	0.421	0.054	
Q9UPE1	SRPK3	0	0.193	0.011	
Q9UPZ9	HUNK	0	0.184	0.025	
Q9UQ88	CDK11A	0	0.192	0.023	
Q9UQB9	AURKC	0	0.159	0.034	
Q9UQM7	CAMK2A	0	0.189	0.018	
Q9Y243	AKT3	0	0.207	0.033	
Q9Y2H1	STK38L	0	0.172	0.018	
Q9Y2H9	MAST1	0	0.204	0.011	
Q9Y2K2	SIK3	0	0.177	0.016	
Q9Y2U5	MAP3K19	0	0.221	0.026	
Q9Y3S1	WNK2	0	0.235	0.008	
Q9Y463	DYRK1B	0	0.224	0.009	
Q9Y478	PRKAB1	0	0.099	0.01	
Q9Y4K4	MAP4K5	0	0.266	0.015	
Q9Y572	RIPK3	0	0.217	0.031	
Q9Y5S2	CDC42BPB	0	0.187	0.011	
Q9Y616	IRAK1	0	0.259	0.026	
Q9Y6E0	STK24	0	0.27	0.049	
Q9Y6K9	IKBKE	0	0.182	0.008	
Q9Y6M4	CSNK1G3	0	0.194	0.015	
Q9Y6R4	MAP3K3	0	0.216	0.014	
